TimeSeries ID,projects/651136027056/locations/europe-west9/tensorboards/1772447928347000832/experiments/tuning-experiment-20250814024841145713/runs/tuning-experiment-run-20250814024841145713/timeSeries/362258295026614272,projects/651136027056/locations/europe-west9/tensorboards/1772447928347000832/experiments/tuning-experiment-20250814024841145713/runs/tuning-experiment-run-20250814024841145713/timeSeries/6415096194212560896
551,0.7808723449707031,0.8011730057852608
550,0.8921447396278381,0.8014868327549526
549,0.851671040058136,undefined
548,0.8489345908164978,undefined
547,0.9019089341163635,undefined
546,0.7552577257156372,undefined
545,0.8100810647010803,undefined
544,0.8380857706069946,undefined
543,0.8157921433448792,undefined
542,0.8927245140075684,undefined
541,0.7712852954864502,undefined
540,0.7522937059402466,undefined
539,0.8797447085380554,undefined
538,0.865669310092926,undefined
537,0.7586712837219238,undefined
536,0.9048181176185608,undefined
535,0.6866161823272705,undefined
534,0.961297333240509,undefined
533,0.8716585040092468,undefined
532,0.9036670923233032,undefined
531,0.8057869672775269,undefined
530,0.8605321645736694,undefined
529,0.8826026916503906,undefined
528,0.7580322623252869,undefined
527,0.7603817582130432,undefined
526,0.7558507919311523,undefined
525,0.7346185445785522,undefined
524,0.8448163270950317,undefined
523,0.8907210826873779,undefined
522,0.7876548767089844,0.8025554248264858
521,0.820015549659729,undefined
520,0.8880401849746704,undefined
519,0.7905161380767822,undefined
518,0.7846580743789673,undefined
517,0.7387869954109192,undefined
516,0.779146671295166,undefined
515,0.6976144313812256,undefined
514,0.7927371263504028,undefined
513,0.8518784642219543,0.802558422088623
512,0.8120152354240417,undefined
511,0.8747715950012207,undefined
510,0.8663377165794373,undefined
509,0.7798581719398499,undefined
508,0.9203411340713501,undefined
507,0.7800801396369934,undefined
506,0.7917747497558594,undefined
505,0.8491957187652588,undefined
504,0.7628448009490967,undefined
503,0.8240478038787842,undefined
502,0.8198514580726624,undefined
501,0.816139817237854,undefined
500,0.7239014506340027,0.8016168049403599
499,0.8764230608940125,undefined
498,0.7408636212348938,undefined
497,0.8978942632675171,undefined
496,0.9194660782814026,undefined
495,0.8198341131210327,undefined
494,0.8347244262695312,undefined
493,0.8051626682281494,undefined
492,0.8950486779212952,undefined
491,0.790221095085144,undefined
490,0.8255478143692017,undefined
489,0.9206019043922424,undefined
488,0.7252926826477051,undefined
487,0.8457117080688477,undefined
486,0.7358250617980957,undefined
485,0.8826773166656494,undefined
484,0.793708324432373,undefined
483,0.9277540445327759,undefined
482,0.7787176370620728,undefined
481,0.8236945271492004,undefined
480,0.8423383235931396,undefined
479,0.8414088487625122,undefined
478,0.8734722137451172,undefined
477,0.8402325510978699,undefined
476,0.7707263827323914,undefined
475,0.7505025863647461,undefined
474,0.7317084074020386,undefined
473,0.8154295682907104,undefined
472,0.826304018497467,undefined
471,0.7972587943077087,undefined
470,0.9008067846298218,undefined
469,0.7697408199310303,undefined
468,0.911730170249939,undefined
467,0.8431731462478638,undefined
466,0.8110275864601135,undefined
465,0.8249809741973877,undefined
464,0.9165260195732117,0.8010373796735492
463,0.848645806312561,undefined
462,0.8155887126922607,undefined
461,0.8818714618682861,undefined
460,0.8501758575439453,undefined
459,0.7886602878570557,undefined
458,1.0441497564315796,undefined
457,0.8270596861839294,undefined
456,0.8088968396186829,0.8018279075622559
455,0.8704147934913635,undefined
454,0.8976688981056213,undefined
453,0.734441876411438,undefined
452,0.6953033804893494,undefined
451,0.8224777579307556,undefined
450,0.9572592377662659,0.8021165984017509
449,0.8381895422935486,undefined
448,0.7093340754508972,undefined
447,0.9058933258056641,undefined
446,0.8095900416374207,undefined
445,0.8490099310874939,undefined
444,0.81486976146698,undefined
443,0.7938330173492432,undefined
442,0.7717068195343018,undefined
441,0.759234607219696,undefined
440,0.8258659243583679,undefined
439,0.8077288866043091,undefined
438,0.9466701149940491,undefined
437,0.9694086909294128,undefined
436,0.8800588250160217,undefined
435,0.8390722870826721,undefined
434,1.0080994367599487,undefined
433,0.8238872289657593,undefined
432,0.827835738658905,undefined
431,0.7605419754981995,undefined
430,0.7323418855667114,undefined
429,0.738956868648529,undefined
428,0.8352913856506348,undefined
427,0.8917621970176697,undefined
426,0.7945375442504883,undefined
425,0.9295122623443604,undefined
424,0.7196018695831299,undefined
423,0.8543543219566345,undefined
422,0.915255069732666,undefined
421,0.7582166790962219,undefined
420,0.7814419865608215,undefined
419,0.7676952481269836,undefined
418,0.8915027379989624,undefined
417,0.7542828321456909,undefined
416,0.7201345562934875,undefined
415,0.8580144643783569,undefined
414,0.8338717818260193,undefined
413,0.8329384326934814,undefined
412,0.834618091583252,undefined
411,0.8453852534294128,undefined
410,0.7722621560096741,undefined
409,0.8518878221511841,undefined
408,0.8186184763908386,undefined
407,0.8516455292701721,undefined
406,0.747623860836029,0.8049133845738002
405,0.760481059551239,undefined
404,0.9458337426185608,undefined
403,0.771680474281311,undefined
402,0.851265013217926,undefined
401,0.8387222290039062,undefined
400,0.8464488983154297,0.8059978485107422
399,0.7656517624855042,0.8050592967442104
398,0.8696418404579163,undefined
397,0.8057998418807983,undefined
396,0.8850669860839844,undefined
395,0.9088406562805176,undefined
394,0.9380441904067993,undefined
393,0.8572809100151062,undefined
392,0.8189940452575684,undefined
391,0.8901362419128418,undefined
390,0.8620685338973999,undefined
389,0.9501162767410278,undefined
388,0.8316036462783813,undefined
387,0.7364773750305176,undefined
386,0.8230037689208984,undefined
385,0.8140864968299866,undefined
384,0.991757333278656,undefined
383,0.8394384384155273,undefined
382,0.7776972651481628,undefined
381,0.8175491690635681,undefined
380,0.9815008640289307,undefined
379,0.880723774433136,undefined
378,0.8371782898902893,undefined
377,0.7771440148353577,undefined
376,0.8066309094429016,undefined
375,0.8389190435409546,undefined
374,0.9281967282295227,undefined
373,0.993618905544281,undefined
372,0.8394663333892822,undefined
371,0.8349182605743408,undefined
370,0.7530027031898499,undefined
369,0.8134530186653137,undefined
368,0.8575701117515564,undefined
367,0.8175838589668274,undefined
366,0.9615525007247925,undefined
365,0.8357231616973877,undefined
364,0.8435689806938171,undefined
363,0.7710198163986206,undefined
362,0.8875019550323486,undefined
361,0.8777979016304016,undefined
360,0.8743221759796143,undefined
359,0.8963194489479065,undefined
358,0.802984893321991,undefined
357,0.7542993426322937,undefined
356,0.8165092468261719,undefined
355,0.9797733426094055,undefined
354,0.8625815510749817,undefined
353,0.9143811464309692,undefined
352,0.7976182699203491,undefined
351,0.7762961387634277,undefined
350,0.8433151841163635,0.8060965538024902
349,0.6616066694259644,undefined
348,0.9155982136726379,0.8069327218191964
347,0.7420907020568848,undefined
346,0.9144243597984314,undefined
345,0.8026575446128845,undefined
344,0.8330080509185791,undefined
343,0.7714856863021851,undefined
342,0.7508593797683716,0.805861336844308
341,0.7701007723808289,undefined
340,0.8078932166099548,undefined
339,0.8831301331520081,undefined
338,0.7971875071525574,undefined
337,0.957659900188446,undefined
336,0.8457232713699341,undefined
335,0.8183053731918335,undefined
334,0.9417411684989929,undefined
333,0.8690115809440613,undefined
332,0.793953001499176,undefined
331,0.8517282605171204,undefined
330,0.8359869718551636,undefined
329,0.8819531202316284,undefined
328,0.8378996849060059,undefined
327,0.7810819745063782,undefined
326,0.8342315554618835,undefined
325,0.8681663274765015,undefined
324,0.8083717226982117,undefined
323,0.8627012968063354,undefined
322,0.9636461138725281,undefined
321,0.824635922908783,undefined
320,0.8395036458969116,undefined
319,0.8480218052864075,undefined
318,0.9056750535964966,undefined
317,0.7272197604179382,undefined
316,0.8129438161849976,undefined
315,0.9876254200935364,undefined
314,0.8869869112968445,undefined
313,0.7873316407203674,undefined
312,0.8217639327049255,undefined
311,0.9488617777824402,undefined
310,0.8384675979614258,undefined
309,0.7575956583023071,undefined
308,0.8123781681060791,undefined
307,0.9320997595787048,undefined
306,0.8510072231292725,undefined
305,0.8748042583465576,undefined
304,0.9138934016227722,undefined
303,0.8241328597068787,undefined
302,0.7872798442840576,undefined
301,0.8106575012207031,undefined
300,0.8262154459953308,0.8107672418866839
299,0.8905133008956909,undefined
298,0.9711541533470154,undefined
297,0.8337326645851135,undefined
296,0.8280736207962036,undefined
295,0.897436797618866,undefined
294,0.8988486528396606,undefined
293,0.8613260388374329,undefined
292,0.7662741541862488,undefined
291,0.8697559833526611,undefined
290,0.8855815529823303,0.8103529385157994
289,0.7074248790740967,undefined
288,0.808371365070343,undefined
287,0.8856873512268066,undefined
286,0.9273514747619629,undefined
285,0.754718542098999,0.812457697732108
284,0.9208534359931946,undefined
283,0.8984801769256592,undefined
282,0.8181000351905823,undefined
281,0.8949806094169617,undefined
280,0.7722092866897583,undefined
279,0.6996455788612366,undefined
278,0.8922252655029297,undefined
277,0.8862076997756958,undefined
276,0.767998218536377,undefined
275,0.9656062722206116,undefined
274,0.8365182876586914,undefined
273,0.7121562957763672,undefined
272,0.8807002305984497,undefined
271,0.7991931438446045,undefined
270,0.8166931867599487,undefined
269,0.7610538601875305,undefined
268,0.7853227257728577,undefined
267,0.8490580320358276,undefined
266,0.9572286009788513,undefined
265,0.7701404690742493,undefined
264,0.8396952748298645,undefined
263,0.9770337343215942,undefined
262,0.8677935600280762,undefined
261,0.9332056045532227,undefined
260,0.9357898831367493,undefined
259,0.8129995465278625,undefined
258,0.8986283540725708,undefined
257,0.9137096405029297,undefined
256,0.8890565633773804,undefined
255,0.7621980905532837,undefined
254,0.8294841051101685,undefined
253,0.8411851525306702,undefined
252,0.7740612626075745,undefined
251,0.8476352691650391,undefined
250,0.8680136203765869,0.809967041015625
249,0.8632976412773132,undefined
248,0.8536873459815979,undefined
247,0.9855183362960815,undefined
246,0.9927797913551331,undefined
245,0.8127221465110779,undefined
244,0.8104284405708313,undefined
243,0.740533173084259,undefined
242,0.9189127683639526,undefined
241,0.864683210849762,undefined
240,0.9010952115058899,undefined
239,0.9046306014060974,undefined
238,0.7859418392181396,undefined
237,0.8330897688865662,undefined
236,1.0963149070739746,undefined
235,0.7407881021499634,undefined
234,0.7961167097091675,undefined
233,0.9855154752731323,undefined
232,0.9374917149543762,0.8113432611737933
231,0.8055670261383057,undefined
230,0.8427814841270447,undefined
229,0.7901389598846436,undefined
228,0.8720322847366333,0.812328406742641
227,0.8851225972175598,undefined
226,0.8273285627365112,undefined
225,0.8955039978027344,undefined
224,0.849851131439209,undefined
223,0.9635393619537354,undefined
222,0.7862812280654907,undefined
221,0.8958314061164856,undefined
220,0.8575934767723083,undefined
219,0.8396352529525757,undefined
218,0.973426878452301,undefined
217,0.8413335680961609,undefined
216,0.9234707355499268,undefined
215,0.8875008225440979,undefined
214,0.9780994057655334,undefined
213,0.8854642510414124,undefined
212,0.8246333003044128,undefined
211,0.915595293045044,undefined
210,0.9109250903129578,undefined
209,0.8126194477081299,undefined
208,0.7884988188743591,undefined
207,0.923896849155426,undefined
206,0.8244363069534302,undefined
205,0.8437052369117737,undefined
204,0.7834727764129639,undefined
203,0.7901709079742432,undefined
202,0.8010290861129761,undefined
201,0.8372789621353149,undefined
200,0.8468844294548035,0.8210456711905343
199,0.9420616030693054,undefined
198,1.0235836505889893,undefined
197,0.870262861251831,undefined
196,0.8507170081138611,undefined
195,0.7754886746406555,undefined
194,0.9109518527984619,undefined
193,0.8776114583015442,undefined
192,0.8534454107284546,undefined
191,0.8122720718383789,undefined
190,0.8856213688850403,undefined
189,0.7977820038795471,undefined
188,0.8397973775863647,undefined
187,0.8177811503410339,undefined
186,0.8955806493759155,undefined
185,0.8976479172706604,undefined
184,0.7870570421218872,undefined
183,1.0171407461166382,undefined
182,0.9761342406272888,undefined
181,0.8228482007980347,undefined
180,0.8309447765350342,undefined
179,0.926636278629303,undefined
178,0.8863605856895447,undefined
177,0.7929046750068665,undefined
176,0.9312651753425598,undefined
175,0.8386831283569336,undefined
174,0.8734941482543945,0.8242632320949009
173,0.9814184904098511,undefined
172,0.8929995894432068,undefined
171,0.8530638813972473,0.8243366650172642
170,0.9296833276748657,undefined
169,0.7936142683029175,undefined
168,0.8680100440979004,undefined
167,0.8468014597892761,undefined
166,0.9544098377227783,undefined
165,0.7172802090644836,undefined
164,0.90769362449646,undefined
163,0.7563804984092712,undefined
162,0.9238255023956299,undefined
161,0.8587623834609985,undefined
160,1.0063717365264893,undefined
159,1.0411839485168457,undefined
158,0.9637972116470337,undefined
157,0.9370619654655457,undefined
156,0.8984794020652771,undefined
155,0.9308106303215027,undefined
154,0.8966620564460754,undefined
153,0.9476087093353271,undefined
152,0.9437412619590759,undefined
151,0.7945399880409241,undefined
150,0.8320163488388062,0.822131838117327
149,0.8418670296669006,undefined
148,0.787559986114502,undefined
147,0.9225997924804688,undefined
146,0.9990113973617554,undefined
145,0.8711418509483337,undefined
144,0.9064481258392334,undefined
143,0.8117925524711609,undefined
142,0.9480225443840027,undefined
141,0.8172706961631775,undefined
140,0.8167662620544434,undefined
139,0.8478029370307922,undefined
138,0.7813950181007385,undefined
137,0.9002252221107483,undefined
136,0.8735174536705017,undefined
135,0.8700740933418274,undefined
134,0.8644465804100037,undefined
133,0.7376729846000671,undefined
132,0.9157701730728149,undefined
131,0.978910505771637,undefined
130,0.9063354134559631,undefined
129,0.8361916542053223,undefined
128,0.880949854850769,undefined
127,0.9562530517578125,undefined
126,0.8791237473487854,undefined
125,0.8829274773597717,undefined
124,0.9892788529396057,undefined
123,0.775303304195404,undefined
122,0.8999260663986206,undefined
121,0.9334835410118103,undefined
120,0.9161451458930969,undefined
119,0.901644229888916,undefined
118,0.8837389349937439,undefined
117,0.9319016933441162,undefined
116,0.813295304775238,0.8312547547476632
115,0.8277060985565186,undefined
114,0.8594341278076172,0.8306525775364467
113,0.9705895185470581,undefined
112,0.895281970500946,undefined
111,0.9040441513061523,undefined
110,0.9456104636192322,undefined
109,0.8265405893325806,undefined
108,0.9459266662597656,undefined
107,0.96047043800354,undefined
106,0.8343920111656189,undefined
105,0.7652741074562073,undefined
104,0.980840802192688,undefined
103,0.9779003858566284,undefined
102,1.1667309999465942,undefined
101,1.0547815561294556,undefined
100,1.002871036529541,0.8409664971487862
99,0.8045855164527893,undefined
98,0.7705569267272949,undefined
97,1.0195317268371582,undefined
96,0.8159493207931519,undefined
95,1.0112853050231934,undefined
94,0.9016915559768677,undefined
93,0.9633880257606506,undefined
92,0.8399985432624817,undefined
91,0.9460193514823914,undefined
90,0.90769362449646,undefined
89,0.9350335597991943,undefined
88,1.0528110265731812,undefined
87,0.8774451017379761,undefined
86,0.8279763460159302,undefined
85,0.9679883718490601,undefined
84,0.8848397731781006,undefined
83,0.7992849349975586,undefined
82,0.8317633271217346,undefined
81,0.8878800868988037,undefined
80,0.8291957974433899,undefined
79,1.0407706499099731,undefined
78,0.9423131942749023,undefined
77,0.9055166244506836,undefined
76,0.981148362159729,undefined
75,0.8412691950798035,undefined
74,0.9035783410072327,undefined
73,0.8613902926445007,undefined
72,0.9410941004753113,undefined
71,0.8355218172073364,undefined
70,1.0011167526245117,undefined
69,0.8915066123008728,undefined
68,0.8490118384361267,undefined
67,1.003647804260254,undefined
66,0.8850162625312805,undefined
65,1.0442769527435303,undefined
64,0.8545889258384705,undefined
63,1.0421074628829956,undefined
62,1.0292524099349976,undefined
61,0.9825475215911865,undefined
60,0.7726621627807617,undefined
59,0.9845442175865173,undefined
58,0.9822205305099487,0.8531308174133301
57,0.8783355355262756,0.853299617767334
56,1.0300471782684326,undefined
55,0.9453039169311523,undefined
54,0.9323717355728149,undefined
53,1.0379921197891235,undefined
52,0.9109664559364319,undefined
51,0.8727977871894836,undefined
50,0.8757195472717285,0.8544331278119769
49,0.9660835862159729,undefined
48,0.8342012763023376,undefined
47,0.9741819500923157,undefined
46,0.9335727691650391,undefined
45,0.9591845273971558,undefined
44,0.8275686502456665,undefined
43,1.1881051063537598,undefined
42,0.874232828617096,undefined
41,0.9737614989280701,undefined
40,1.0622472763061523,undefined
39,1.0666335821151733,undefined
38,0.9653528928756714,undefined
37,1.095548152923584,undefined
36,0.9786632657051086,undefined
35,0.9494085311889648,undefined
34,1.0080043077468872,undefined
33,0.8784484267234802,undefined
32,1.0594472885131836,undefined
31,1.0534660816192627,undefined
30,1.0079196691513062,undefined
29,1.115889310836792,undefined
28,1.123993158340454,undefined
27,1.0390738248825073,undefined
26,1.1937205791473389,undefined
25,1.0887305736541748,undefined
24,1.0183054208755493,undefined
23,1.0565378665924072,undefined
22,1.139715313911438,undefined
21,1.1140012741088867,undefined
20,1.127795696258545,undefined
19,1.024377703666687,undefined
18,1.121159315109253,undefined
17,1.0953223705291748,undefined
16,1.2131823301315308,undefined
15,1.2554956674575806,undefined
14,1.076255202293396,undefined
13,1.1280736923217773,undefined
12,1.170754313468933,undefined
11,1.1149455308914185,undefined
10,1.2126374244689941,undefined
9,1.1814444065093994,undefined
8,1.270947813987732,undefined
7,1.2725486755371094,undefined
6,1.2768360376358032,undefined
5,1.2861663103103638,undefined
4,1.1784708499908447,undefined
3,1.1179118156433105,undefined
2,1.2399473190307617,undefined
1,1.156956672668457,1.1073570932660783